"Season","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2019","SDP","2413","6019","219","682","652","70","8.4%","26.3%",".172",".293",".238",".308",".410",".305","","88","-11.1","-108.7","52.5","13.5"
"2010","COL","2379","6265","173","770","741","99","9.3%","20.3%",".162",".310",".263",".336",".425",".333","","91","9.3","-62.0","2.5","13.5"
"2005","PIT","2289","6221","139","680","656","73","7.6%","17.6%",".141",".297",".259",".322",".400",".315","","89","-5.0","-91.3","22.8","13.4"
"2011","HOU","2377","6150","95","615","579","118","6.5%","18.9%",".116",".308",".258",".311",".374",".301","","88","-0.6","-89.1","28.3","13.3"
"2014","CHW","2285","6077","155","660","625","85","6.9%","22.4%",".146",".306",".253",".310",".398",".312","","99","-13.1","-23.5","-46.4","13.3"
"2010","LAD","2310","6140","120","667","621","92","8.7%","19.3%",".127",".299",".252",".322",".379",".309","","92","1.3","-60.6","3.4","13.3"
"2002","MON","2262","6250","162","735","695","118","9.2%","17.7%",".157",".298",".261",".334",".418",".326","","93","-0.3","-58.5","-12.7","13.2"
"2007","WSN","2528","6201","123","673","646","69","8.5%","18.2%",".134",".300",".256",".325",".390",".315","","88","-10.8","-108.6","39.1","13.2"
"2018","TOR","2435","6076","217","709","680","47","8.2%","22.8%",".183",".286",".244",".312",".427",".319","","101","-27.1","-22.5","-49.7","13.2"
"2005","MIN","2235","6192","134","688","644","102","7.8%","15.8%",".132",".291",".259",".323",".391",".312","","89","-14.5","-96.1","18.6","13.2"
"2002","SDP","2372","6178","136","662","627","71","8.9%","17.2%",".129",".288",".253",".321",".381",".309","","91","-12.4","-81.8","12.0","13.1"
"2014","ARI","2274","6089","118","615","573","86","6.5%","19.1%",".127",".293",".248",".302",".376",".300","","83","1.5","-112.8","47.5","13.0"
"2005","SFG","2360","6077","128","649","617","71","7.1%","14.8%",".135",".290",".261",".319",".396",".312","","86","-13.9","-121.6","53.0","13.0"
"2014","ATL","2252","6064","123","573","545","95","7.8%","22.6%",".119",".298",".241",".305",".360",".296","","86","-4.4","-98.9","32.7","12.8"
"2009","NYM","2377","6159","95","671","631","122","8.5%","15.1%",".124",".307",".270",".335",".394",".320","","94","-5.4","-48.2","-16.8","12.8"
"2012","KCR","2249","6149","131","676","643","132","6.6%","16.8%",".135",".302",".265",".317",".400",".311","","94","-7.4","-50.8","-35.7","12.7"
"2009","HOU","2340","6040","142","643","616","113","7.4%","16.4%",".140",".293",".260",".319",".400",".315","","89","-18.0","-99.0","37.0","12.7"
"2002","PIT","2343","6049","142","641","610","86","8.9%","18.3%",".137",".281",".244",".319",".381",".308","","84","7.9","-113.0","43.3","12.7"
"2003","OAK","2197","6189","176","768","742","48","9.0%","14.5%",".162",".273",".254",".327",".417",".322","","95","5.2","-35.5","-49.1","12.7"
"2004","TOR","2194","6178","145","719","680","58","8.3%","17.5%",".143",".298",".260",".328",".403",".320","","88","-9.3","-107.0","26.4","12.7"
"2016","MIL","2342","6061","194","671","641","181","9.9%","25.5%",".163",".304",".244",".322",".407",".315","","92","5.2","-55.2","-9.3","12.7"
"2015","MIL","2377","6024","145","655","624","84","6.8%","21.6%",".142",".303",".251",".307",".393",".304","","87","1.5","-87.9","20.7","12.6"
"2012","MIN","2271","6209","131","701","666","135","8.1%","17.2%",".130",".298",".260",".325",".390",".313","","95","0.7","-32.5","-57.5","12.6"
"2003","KCR","2217","6239","162","836","781","120","7.6%","14.8%",".153",".301",".274",".336",".427",".332","","95","7.3","-30.2","-57.8","12.5"
"2018","PHI","2474","6136","186","677","653","69","9.5%","24.8%",".158",".289",".234",".314",".393",".307","","91","2.9","-68.5","-3.1","12.5"
"2007","PIT","2304","6214","148","724","694","68","7.5%","18.3%",".149",".303",".263",".325",".411",".322","","90","-10.4","-94.0","16.8","12.5"
"2005","ARI","2370","6327","191","696","670","67","9.6%","17.3%",".165",".285",".256",".332",".421",".328","","91","1.3","-71.2","-10.7","12.4"
"2007","HOU","2409","6324","167","723","700","65","8.6%","16.5%",".152",".291",".260",".330",".412",".325","","92","-17.9","-86.6","5.3","12.4"
"2016","MIN","2290","6245","200","722","690","91","8.2%","22.8%",".171",".300",".251",".316",".421",".317","","95","7.8","-28.5","-65.9","12.4"
"2011","BAL","2262","6156","191","708","684","81","7.3%","18.2%",".156",".288",".257",".316",".413",".320","","96","-11.3","-39.1","-48.9","12.3"
"2001","NYM","2263","6156","147","642","608","66","8.9%","17.3%",".137",".283",".249",".323",".387",".309","","87","-7.9","-115.3","37.9","12.2"
"2015","MIN","2311","6017","156","696","661","70","7.3%","21.0%",".152",".292",".247",".305",".399",".305","","89","-5.5","-80.4","-2.1","12.1"
"2016","CIN","2287","6094","164","716","678","139","7.4%","21.1%",".152",".303",".256",".316",".408",".311","","89","-4.3","-89.9","18.6","12.1"
"2000","PHI","1954","6273","144","708","668","102","9.7%","17.8%",".148",".290",".251",".329",".400",".320","","83","7.3","-137.5","51.5","11.8"
"2016","KCR","2244","6052","147","675","640","121","6.3%","20.2%",".139",".309",".261",".312",".400",".307","","89","-4.3","-83.9","-9.8","11.8"
"2000","MIL","2207","6355","177","740","708","72","9.8%","19.6%",".158",".284",".246",".325",".403",".319","","82","-5.1","-157.3","67.0","11.7"
"2011","COL","2348","6275","163","735","697","118","8.8%","19.1%",".152",".300",".258",".329",".410",".324","","88","-1.8","-92.6","12.7","11.7"
"2014","SDP","2362","5905","109","535","500","91","7.9%","21.9%",".115",".277",".226",".292",".342",".283","","82","-6.2","-128.7","56.9","11.7"
"2011","CHW","2206","6159","154","654","625","81","7.7%","16.1%",".136",".280",".252",".319",".388",".312","","90","-9.9","-80.0","-13.9","11.7"
"2009","BAL","2281","6233","160","741","708","76","8.3%","16.3%",".147",".300",".268",".332",".415",".328","","93","-20.1","-74.3","-28.1","11.6"
"2014","TEX","2264","6026","111","637","597","105","6.9%","19.3%",".119",".305",".256",".314",".375",".305","","90","-1.8","-66.8","-17.0","11.6"
"2014","PHI","2282","6198","125","619","584","109","7.1%","21.1%",".121",".292",".242",".302",".363",".295","","86","10.6","-85.5","4.2","11.6"
"2018","KCR","2184","6063","155","638","606","117","7.0%","21.6%",".146",".293",".245",".305",".392",".303","","87","-7.4","-98.8","11.6","11.6"
"2002","TBD","2007","6198","133","673","640","102","7.4%","18.0%",".137",".293",".253",".314",".390",".309","","87","6.6","-95.0","-0.9","11.5"
"2019","TOR","2354","6091","247","726","697","51","8.4%","24.9%",".192",".280",".236",".305",".428",".310","","92","-7.0","-71.4","-25.7","11.4"
"2018","TEX","2300","6163","194","737","696","74","9.0%","24.1%",".164",".292",".240",".318",".404",".315","","89","7.2","-77.4","-15.1","11.4"
"2015","OAK","2349","6171","146","694","661","78","7.7%","18.1%",".144",".288",".251",".312",".395",".308","","95","-1.0","-34.1","-60.7","11.3"
"2001","KCR","1837","6176","152","729","691","100","6.6%","14.5%",".143",".291",".266",".318",".409",".314","","82","1.5","-135.4","35.8","11.3"
"2017","BAL","2351","6140","232","743","713","32","6.4%","23.0%",".175",".306",".260",".312",".435",".318","","95","-14.9","-51.3","-44.9","11.3"
"2004","NYM","2390","6209","185","684","658","107","8.2%","18.7%",".160",".282",".249",".317",".409",".314","","88","-2.0","-101.6","8.5","11.3"
"2012","CHC","2341","5967","137","613","570","94","7.5%","20.7%",".138",".286",".240",".302",".378",".297","","81","-6.0","-138.9","65.7","11.3"
"2001","DET","1841","6145","139","724","691","133","7.6%","15.8%",".150",".291",".260",".320",".409",".316","","94","-0.2","-45.2","-52.0","11.3"
"2017","KCR","2342","6027","193","702","660","91","6.5%","19.3%",".160",".295",".259",".311",".420",".312","","91","2.5","-65.6","-28.5","11.1"
"2016","SDP","2355","6000","177","686","654","125","7.5%","25.0%",".155",".291",".235",".299",".390",".297","","84","24.8","-92.3","14.0","11.1"
"2019","CIN","2462","6100","227","701","679","80","8.1%","23.5%",".178",".288",".244",".315",".422",".312","","87","-16.7","-118.5","34.5","11.0"
"2010","CLE","2255","6165","128","646","601","91","8.8%","19.2%",".130",".293",".248",".322",".378",".311","","94","1.3","-40.7","-70.3","11.0"
"2006","ARI","2282","6330","160","773","743","76","8.0%","15.2%",".157",".294",".267",".331",".424",".326","","87","-6.6","-112.3","12.3","10.8"
"2013","MIN","2332","6212","151","614","590","52","8.6%","23.0%",".138",".298",".242",".312",".380",".307","","91","1.2","-66.1","-35.4","10.8"
"2017","TOR","2455","6154","222","693","661","53","8.8%","21.6%",".172",".276",".240",".312",".412",".312","","93","-15.8","-72.6","-30.2","10.7"
"2012","MIA","2269","6057","137","609","576","149","8.0%","20.3%",".138",".289",".244",".308",".382",".300","","87","2.5","-92.9","10.9","10.6"
"2017","SFG","2372","6137","128","639","612","76","7.6%","19.6%",".132",".294",".249",".309",".380",".296","","83","2.6","-134.1","38.5","10.6"
"2000","PIT","2202","6369","168","793","749","86","8.9%","16.2%",".157",".299",".267",".339",".424",".333","","91","-0.4","-82.5","-14.3","10.6"
"2007","SFG","2371","6213","131","683","641","119","8.6%","14.6%",".133",".281",".254",".322",".387",".310","","81","-4.7","-158.1","60.6","10.5"
"2019","COL","2452","6288","224","835","803","71","7.8%","23.9%",".190",".321",".265",".326",".456",".328","","86","1.6","-112.3","16.8","10.5"
"2018","MIA","2434","6083","128","589","554","45","7.5%","22.8%",".119",".293",".237",".303",".357",".289","","83","-15.8","-138.9","49.3","10.5"
"2009","PIT","2195","6058","125","636","612","90","8.2%","18.9%",".135",".296",".252",".318",".387",".310","","86","-6.2","-113.0","27.8","10.5"
"2017","PHI","2308","6133","174","690","654","59","8.1%","23.1%",".159",".304",".250",".315",".409",".310","","87","-9.5","-109.5","13.1","10.5"
"2019","PIT","2441","6228","163","758","722","64","6.8%","19.5%",".156",".309",".265",".321",".420",".313","","92","-4.6","-72.3","-22.1","10.4"
"2019","CHW","2311","6042","182","708","676","63","6.3%","25.6%",".153",".329",".261",".314",".414",".309","","92","5.3","-53.9","-52.2","10.4"
"2002","CLE","2236","6099","192","739","706","52","8.9%","16.4%",".163",".271",".249",".321",".412",".320","","95","-12.3","-53.6","-50.4","10.4"
"2012","COL","2429","6183","166","758","716","100","7.3%","19.6%",".163",".321",".274",".330",".436",".331","","90","2.8","-73.8","-14.7","10.3"
"2005","COL","2302","6240","150","741","704","65","8.2%","17.7%",".144",".307",".267",".333",".411",".325","","85","-10.7","-130.7","30.5","10.3"
"2003","CIN","2334","6211","182","694","669","80","8.4%","21.3%",".150",".289",".245",".318",".395",".312","","84","10.4","-120.8","21.8","10.3"
"2008","SFG","2382","6145","94","640","606","108","7.4%","17.0%",".120",".305",".262",".321",".382",".309","","83","-15.4","-149.4","55.9","10.3"
"2006","TBD","2247","6041","190","689","650","134","7.3%","18.3%",".165",".285",".255",".314",".420",".316","","89","1.9","-84.4","-19.0","10.3"
"2003","LAD","2292","6036","124","574","544","80","6.7%","16.3%",".125",".275",".243",".303",".368",".294","","78","-10.2","-178.7","84.4","10.2"
"2012","PIT","2360","6014","170","651","620","73","7.4%","22.5%",".152",".291",".243",".304",".395",".304","","91","-0.3","-67.8","-17.0","10.2"
"2000","TEX","1874","6364","173","848","806","69","9.1%","14.5%",".163",".310",".283",".352",".446",".347","","97","-7.0","-37.4","-76.8","10.2"
"2017","TEX","2268","6122","237","799","756","113","8.9%","24.4%",".186",".291",".244",".320",".430",".321","","90","6.3","-70.2","-37.6","10.1"
"2017","PIT","2371","6136","151","668","635","67","8.5%","19.8%",".142",".286",".244",".318",".386",".304","","85","-2.2","-120.0","19.3","10.0"
"2007","ARI","2305","6101","171","712","687","109","8.7%","18.2%",".163",".282",".250",".321",".413",".320","","82","8.8","-132.9","34.1","10.0"
"2013","SEA","2237","6172","188","624","597","49","8.6%","21.9%",".152",".279",".237",".306",".390",".307","","95","-6.9","-41.1","-66.7","10.0"
"2002","MIL","2329","6083","139","627","597","94","8.2%","18.5%",".137",".294",".253",".320",".390",".312","","86","-26.4","-131.8","33.0","9.9"
"2015","ATL","2340","6034","100","573","548","69","7.8%","18.3%",".108",".297",".251",".314",".359",".296","","84","-2.7","-115.5","22.4","9.9"
"2010","KCR","2190","6209","121","676","640","115","7.6%","14.6%",".126",".305",".274",".331",".399",".323","","98","-28.4","-42.1","-81.2","9.9"
"2004","MIL","2255","6195","135","634","601","138","8.7%","21.2%",".139",".300",".248",".321",".387",".309","","82","1.8","-144.7","36.7","9.8"
"2016","ATL","2390","6192","122","649","615","75","8.1%","20.0%",".130",".305",".255",".321",".384",".304","","86","-6.1","-110.8","13.7","9.8"
"2015","COL","2436","6071","186","737","702","97","6.4%","21.1%",".167",".313",".265",".315",".432",".321","","87","4.7","-91.9","-4.2","9.7"
"2002","COL","2393","6165","152","778","726","103","8.1%","16.9%",".149",".311",".274",".337",".423",".331","","82","-0.4","-138.4","34.1","9.6"
"2003","MON","2275","6116","144","711","682","100","8.5%","16.2%",".143",".290",".258",".326",".401",".316","","85","-4.6","-124.7","21.3","9.6"
"2003","MIL","2293","6270","196","714","685","99","8.7%","19.5%",".163",".294",".256",".329",".419",".325","","93","-27.1","-81.9","-26.6","9.6"
"2010","BAL","2240","6109","133","613","577","76","6.9%","17.3%",".127",".296",".259",".316",".386",".310","","87","-21.0","-111.8","-11.0","9.6"
"2008","ARI","2280","6156","159","720","683","58","9.5%","20.9%",".164",".299",".251",".327",".415",".324","","88","12.1","-83.9","-17.2","9.5"
"2016","PHI","2348","5992","161","610","575","96","7.1%","23.0%",".144",".292",".240",".301",".385",".296","","81","0.9","-137.5","43.2","9.4"
"2001","CIN","2338","6222","176","735","690","103","7.5%","18.8%",".157",".301",".262",".324",".419",".321","","88","-3.1","-100.1","-7.2","9.3"
"2001","BAL","1839","6151","136","687","663","133","8.4%","16.1%",".131",".278",".248",".319",".380",".306","","88","3.3","-91.5","-26.6","9.3"
"2011","CLE","2287","6142","154","704","671","89","8.0%","20.7%",".146",".297",".250",".317",".396",".314","","99","0.4","-8.5","-107.2","9.3"
"2019","TEX","2273","6204","223","810","765","131","8.6%","25.4%",".183",".304",".248",".319",".431",".317","","88","12.0","-86.8","-37.5","9.2"
"2019","SFG","2493","6170","167","678","655","47","7.7%","23.3%",".153",".290",".239",".302",".392",".295","","82","-3.4","-151.4","46.1","9.2"
"2019","KCR","2269","6080","162","691","655","117","7.5%","23.1%",".154",".301",".247",".309",".401",".302","","84","-1.7","-126.1","5.4","9.1"
"2012","SEA","2236","6057","149","619","584","104","7.7%","20.8%",".135",".276",".234",".296",".369",".291","","87","0.1","-89.6","-30.3","8.9"
"2013","PHI","2310","6014","140","610","578","73","6.9%","20.0%",".135",".293",".248",".306",".384",".303","","89","-7.4","-81.9","-15.8","8.9"
"2015","PHI","2321","6053","130","626","586","88","6.4%","21.0%",".133",".299",".249",".303",".382",".298","","86","-1.9","-100.3","-3.9","8.8"
"2015","CHW","2265","6070","136","622","595","68","6.7%","20.3%",".130",".296",".250",".306",".380",".300","","89","-15.2","-94.3","-21.6","8.8"
"2009","CHW","2241","6132","184","724","695","113","8.7%","16.7%",".153",".285",".258",".329",".411",".326","","91","-13.0","-84.0","-45.1","8.6"
"2008","WSN","2397","6192","117","641","608","81","8.6%","17.7%",".122",".292",".251",".323",".373",".310","","84","-16.8","-145.4","32.7","8.5"
"2000","MON","2328","6153","178","738","705","58","7.7%","17.0%",".165",".299",".266",".326",".432",".327","","87","-9.8","-116.7","1.2","8.3"
"2012","CLE","2339","6195","136","667","635","110","9.0%","17.5%",".131",".288",".251",".324",".381",".310","","97","-13.6","-37.7","-93.2","8.2"
"2018","CHW","2348","6071","182","656","639","98","7.0%","26.3%",".160",".304",".241",".302",".401",".304","","92","-7.2","-67.5","-52.9","8.2"
"2018","SDP","2380","6059","162","617","583","95","7.8%","25.1%",".145",".294",".235",".297",".380",".294","","84","-5.7","-122.0","10.0","8.1"
"2008","COL","2310","6312","160","747","714","141","9.0%","19.2%",".152",".308",".263",".336",".415",".330","","88","15.2","-80.7","-40.3","8.1"
"2004","PIT","2330","6115","142","680","648","63","6.8%","17.4%",".141",".298",".260",".321",".401",".314","","85","-8.6","-128.7","2.5","7.8"
"2003","ARI","2319","6261","152","717","696","76","8.5%","16.1%",".153",".295",".263",".330",".417",".323","","86","-10.8","-119.9","-6.9","7.7"
"2006","PIT","2325","6218","141","691","656","68","7.4%","19.3%",".134",".310",".263",".327",".397",".315","","86","-2.2","-115.0","-13.0","7.7"
"2019","BAL","2386","6189","213","729","698","84","7.5%","23.2%",".168",".293",".246",".310",".415",".308","","90","2.0","-76.3","-63.8","7.6"
"2008","SEA","2296","6176","124","671","631","90","6.8%","14.4%",".124",".294",".265",".318",".389",".310","","90","-8.9","-86.1","-52.4","7.6"
"2011","OAK","2229","6104","114","645","612","117","8.3%","17.9%",".125",".283",".244",".311",".369",".301","","89","-6.5","-82.2","-49.5","7.5"
"2000","TBD","1887","6206","162","733","692","90","9.0%","16.5%",".142",".287",".257",".329",".399",".321","","83","-2.4","-141.8","-2.5","7.4"
"2008","KCR","2250","6118","120","691","650","79","6.4%","16.4%",".128",".307",".269",".320",".397",".315","","87","-9.5","-109.1","-29.6","7.4"
"2002","KCR","2248","6206","140","737","695","140","8.4%","14.8%",".143",".282",".256",".323",".398",".316","","85","10.9","-104.1","-35.1","7.2"
"2017","SDP","2342","5954","189","604","576","89","7.7%","25.2%",".160",".287",".234",".299",".393",".298","","82","6.7","-132.7","7.4","7.0"
"2011","PIT","2444","6064","107","610","580","108","8.1%","21.6%",".123",".301",".244",".309",".368",".299","","88","-15.2","-103.1","-17.8","6.7"
"2001","PIT","2199","6027","161","657","618","93","7.7%","18.4%",".146",".281",".247",".313",".393",".306","","80","-13.3","-167.4","38.4","6.7"
"2001","TBD","1750","6104","121","672","645","115","7.5%","18.3%",".130",".303",".258",".320",".388",".309","","86","0.1","-105.1","-41.0","6.4"
"2008","PIT","2340","6278","153","735","705","57","7.6%","16.5%",".145",".290",".258",".320",".403",".317","","89","0.1","-89.2","-48.6","6.3"
"2018","SFG","2412","6113","133","603","573","77","7.3%","24.0%",".129",".299",".239",".300",".368",".290","","82","-2.9","-140.4","7.9","6.2"
"2018","DET","2323","6029","135","630","597","70","7.1%","22.2%",".138",".293",".241",".300",".380",".295","","83","6.4","-118.5","-20.5","6.2"
"2012","HOU","2421","6014","146","583","545","105","7.7%","22.7%",".135",".288",".236",".302",".371",".296","","82","-16.9","-144.4","17.7","5.8"
"2004","MON","2289","6138","151","635","605","109","8.1%","15.1%",".143",".273",".249",".313",".392",".306","","77","-0.7","-184.6","36.0","5.7"
"2013","CHW","2279","6077","148","598","574","105","6.8%","19.9%",".129",".291",".249",".302",".378",".299","","85","-12.7","-117.5","-29.0","5.5"
"2010","HOU","2358","6005","108","611","577","100","6.9%","17.1%",".115",".285",".247",".303",".362",".295","","79","-6.4","-156.6","27.6","5.4"
"2003","NYM","2361","6007","124","642","607","70","8.1%","17.2%",".128",".282",".247",".314",".374",".302","","80","-4.4","-155.5","10.6","5.1"
"2011","MIN","2269","6020","103","619","572","92","7.3%","17.4%",".113",".288",".247",".306",".360",".296","","82","-6.5","-133.4","-25.8","4.3"
"2011","SEA","2090","5972","109","556","534","125","7.3%","21.4%",".115",".283",".233",".292",".348",".283","","80","11.9","-124.4","-36.6","3.9"
"2000","MIN","1972","6283","116","748","711","90","8.8%","16.3%",".137",".309",".270",".337",".407",".327","","86","-1.9","-121.7","-64.5","3.3"
"2013","MIA","2244","6021","95","513","485","78","7.2%","20.5%",".104",".280",".231",".293",".335",".279","","74","-5.2","-178.9","29.5","3.3"
"2019","MIA","2402","6045","146","615","593","55","6.5%","24.3%",".134",".300",".241",".298",".375",".288","","79","-23.9","-189.1","26.4","3.2"
"2016","OAK","2343","6022","169","653","634","50","7.3%","19.0%",".149",".280",".246",".304",".395",".302","","89","-22.2","-100.5","-77.5","3.0"
"2007","CHW","2257","6103","190","693","667","78","8.7%","18.8%",".158",".278",".246",".318",".404",".316","","86","-15.7","-125.7","-55.7","2.9"
"2005","KCR","2259","6086","126","701","653","53","7.0%","16.6%",".134",".298",".263",".320",".396",".313","","87","6.3","-91.5","-87.3","2.7"
"2010","SEA","2104","5989","101","513","485","142","7.7%","19.8%",".104",".282",".236",".298",".339",".285","","79","-1.0","-148.9","-40.5","2.2"
"2009","KCR","2247","6103","144","686","657","88","7.5%","17.9%",".146",".298",".259",".318",".405",".318","","88","-18.9","-110.3","-82.0","2.2"
"2018","BAL","2313","6034","188","622","593","81","7.0%","23.4%",".152",".286",".239",".298",".391",".299","","87","-9.6","-104.1","-75.1","2.0"
"2013","HOU","2266","6020","148","610","566","110","7.1%","25.5%",".136",".304",".240",".299",".375",".298","","85","-8.9","-112.7","-64.4","1.9"
"2010","PIT","2327","5974","126","587","570","87","7.8%","20.2%",".131",".288",".242",".304",".373",".300","","84","-5.8","-119.0","-48.1","1.4"
"2001","MON","2165","6026","131","670","622","101","7.9%","17.8%",".143",".291",".253",".319",".396",".309","","79","-2.2","-172.0","-14.2","1.0"
"2004","KCR","2169","6153","150","720","675","67","7.5%","17.2%",".139",".293",".259",".322",".397",".314","","82","-9.3","-152.8","-47.4","1.0"
"2004","ARI","2295","6114","135","615","582","53","7.2%","16.7%",".140",".286",".253",".310",".393",".305","","74","-7.7","-212.2","2.3","-0.4"
"2002","DET","2096","5920","124","575","546","65","6.1%","17.5%",".132",".283",".248",".300",".379",".297","","82","-9.4","-143.5","-68.1","-1.0"
"2003","DET","2278","6071","153","591","553","98","7.3%","18.1%",".135",".272",".240",".300",".375",".296","","80","-6.5","-162.3","-59.2","-1.2"
"2019","DET","2316","6039","149","582","556","57","6.5%","26.4%",".148",".308",".240",".294",".388",".290","","76","-6.8","-191.8","-53.8","-3.1"
